well_id,latitude,longitude,state,county,well_depth_ft,well_capacity_gpm,water_use,status,year_constructed
AL-USGS-302325088140001,30.390477,-88.233336,Alabama,097,8.0,,Groundwater,Active,
AL-USGS-302327087273701,30.390199,-87.460257,Alabama,003,52.0,,Groundwater,Active,
AL-USGS-302329088183701,30.391588,-88.310284,Alabama,097,50.0,,Groundwater,Active,
AL-USGS-302330087314001,30.336034,-87.573316,Alabama,003,93.0,,Groundwater,Active,
AL-USGS-302335087415705,30.393056,-87.699167,Alabama,003,,,Groundwater,Active,
AL-USGS-302341087273701,30.394921,-87.460257,Alabama,003,54.5,,Groundwater,Active,
AL-USGS-302344088155001,30.395755,-88.263893,Alabama,097,497.0,,Groundwater,Active,
AL-USGS-302354087405601,30.408253,-87.678597,Alabama,003,35.0,,Groundwater,Active,
AL-USGS-302356087504201,30.399139,-87.845194,Alabama,003,79.2,,Groundwater,Active,
AL-USGS-302356087504202,30.399139,-87.845194,Alabama,003,8.0,,Groundwater,Active,
AL-USGS-302357087273701,30.399087,-87.459979,Alabama,003,244.0,,Groundwater,Active,
AL-USGS-302357087461301,30.399365,-87.770267,Alabama,003,23.0,,Groundwater,Active,
AL-USGS-302400087381401,30.400198,-87.637207,Alabama,003,115.0,,Groundwater,Active,
AL-USGS-302400087382501,30.400198,-87.640263,Alabama,003,125.3,,Groundwater,Active,
AL-USGS-302403087461301,30.401031,-87.770267,Alabama,003,32.0,,Groundwater,Active,
AL-USGS-302405087323001,30.380477,-87.454979,Alabama,003,48.0,,Groundwater,Active,
AL-USGS-302405087333001,30.326867,-87.516648,Alabama,003,22.0,,Groundwater,Active,
AL-USGS-302405087435501,30.355199,-87.790545,Alabama,003,50.0,,Groundwater,Active,
AL-USGS-302405087462601,30.40242,-87.773878,Alabama,003,110.0,,Groundwater,Active,
AL-USGS-302406088172001,30.401866,-88.288894,Alabama,097,48.0,,Groundwater,Active,
AL-USGS-302408087303201,30.402421,-87.50887,Alabama,003,38.0,,Groundwater,Active,
AL-USGS-302408087411505,30.402222,-87.6875,Alabama,003,,,Groundwater,Active,
AL-USGS-302410087294001,30.3427,-87.500258,Alabama,003,25.0,,Groundwater,Active,
AL-USGS-302414088144601,30.404088,-88.246115,Alabama,097,516.0,,Groundwater,Active,
AL-USGS-302415087453501,30.308812,-87.727765,Alabama,003,220.0,,Groundwater,Active,
AL-USGS-302415087461801,30.404364,-87.771656,Alabama,003,81.0,,Groundwater,Active,
AL-USGS-302415088150001,30.404365,-88.250004,Alabama,097,500.0,,Groundwater,Active,
AL-USGS-302416087272701,30.400476,-87.456368,Alabama,003,270.0,,Groundwater,Active,
AL-USGS-302416087505501,30.404778,-87.848361,Alabama,003,64.0,,Groundwater,Active,
AL-USGS-302416087505502,30.404639,-87.848389,Alabama,003,25.0,,Groundwater,Active,
AL-USGS-302423087334601,30.406587,-87.56276,Alabama,003,150.0,,Groundwater,Active,
AL-USGS-302424087443101,30.406864,-87.741933,Alabama,003,120.0,,Groundwater,Active,
AL-USGS-302425087372001,30.407142,-87.622207,Alabama,003,,,Groundwater,Active,
AL-USGS-302425087372002,30.407142,-87.622207,Alabama,003,,,Groundwater,Active,
AL-USGS-302425087481301,30.407142,-87.803601,Alabama,003,65.0,,Groundwater,Active,
AL-USGS-302426087542601,30.29909,-87.525537,Alabama,003,41.0,,Groundwater,Active,
